"mouse_gene","human_gene"
"Dnajc7","DNAJC7"
"Rbl1","RBL1"
"Gphn","GPHN"
"Slc6a17","SLC6A17"
"Prkce","PRKCE"
"Psd3","PSD3"
"Gabrb2","GABRB2"
"Sos1","SOS1"
"Sdk2","SDK2"
"Qrich1","QRICH1"
"Mylk","MYLK"
"Sez6","SEZ6"
"Smad7","SMAD7"
"Loxl3","LOXL3"
"Sel1l","SEL1L"
"Scg2","SCG2"
"Amer3","AMER3"
"Slc9a8","SLC9A8"
"Ino80c","INO80C"
"Slc48a1","SLC48A1"
"Mrpl3","MRPL3"
"Pop7","POP7"
"Syngr2","SYNGR2"
"Ttbk2","TTBK2"
"Hid1","HID1"
"Sin3b","SIN3B"
"Gpr88","GPR88"
"Rnf7","RNF7"
"Rnf7l","RNF7"
"Meaf6","MEAF6"
"Nt5dc1","NT5DC1"
"Gna13","GNA13"
"Sys1","SYS1"
"Lsm7","LSM7"
"Taf1c","TAF1C"
"1700017B05Rik","C15orf39"
"Moxd1","MOXD1"
"Col4a1","COL4A1"
"Mxra8","MXRA8"
"Ajuba","AJUBA"
"Rrs1","RRS1"
"Bcat1","BCAT1"
"Ubac1","UBAC1"
"Septin7","SEPTIN7"
"Smg9","SMG9"
"Hoxb8","HOXB8"
"Slc22a7","SLC22A7"
"Foxj1","FOXJ1"
"Synrg","SYNRG"
"Zc3h3","ZC3H3"
"Cfap97","CFAP97"
"Nup35","NUP35"
"Rnf19a","RNF19A"
"Nrip2","NRIP2"
"Rcc1","RCC1"
"Stradb","STRADB"
"G6pdx","G6PD"
"G6pd2","G6PD"
"Pus3","PUS3"
"Lnx1","LNX1"
"Pwwp4c","PWWP4"
"Pwwp3b","PWWP3B"
"Pwwp3a","PWWP3A"
"Pwwp4d","PWWP4"
"Pwwp4b","PWWP4"
"Pwwp4a","PWWP4"
"Sik1","SIK1"
"Stard8","STARD8"
"Slc19a1","SLC19A1"
"Lnpk","LNPK"
"Smug1","SMUG1"
"Myo1c","MYO1C"
"Sqor","SQOR"
"Mettl3","METTL3"
"Rgs7bp","RGS7BP"
"Ctdsp1","CTDSP1"
"Coro1a","CORO1A"
"Chac2","CHAC2"
"Lyve1","LYVE1"
"Fgr","FGR"
"Stat2","STAT2"
"Pspc1","PSPC1"
"Relb","RELB"
"Plcg2","PLCG2"
"Rhbg","RHBG"
"Mmp23","MMP23B"
"Arhgap10","ARHGAP10"
"Spr","SPR"
"Zfp292","ZNF292"
"Lztr1","LZTR1"
"Gse1","GSE1"
"Pde4b","PDE4B"
"Prr12","PRR12"
"Lrat","LRAT"
"Mbnl2","MBNL2"
"Lzts2","LZTS2"
"Ric8b","RIC8B"
"Yipf3","YIPF3"
"Eif2ak1","EIF2AK1"
"Glg1","GLG1"
"Zzz3","ZZZ3"
"Tdrd6","TDRD6"
"Phf21a","PHF21A"
"Musk","MUSK"
"Cap1","CAP1"
"Aqp7","AQP7"
"Aqp7","AQP7B"
"Aqp7","AQP7P3"
"Senp1","SENP1"
"Nectin3","NECTIN3"
"Zp1","ZP1"
"Smim8","SMIM8"
"Strada","STRADA"
"Mta3","MTA3"
"Arhgap1","ARHGAP1"
"Pitpnm3","PITPNM3"
"Fat2","FAT2"
"Sgta","SGTA"
"Arhgef25","ARHGEF25"
"Tollip","TOLLIP"
"Sdf2","SDF2"
"Nrdc","NRDC"
"Susd6","SUSD6"
"Perp","PERP"
"Stx2","STX2"
"Rin3","RIN3"
"Ndufaf1","NDUFAF1"
"Rrp8","RRP8"
"2310022A10Rik","C19orf47"
"S100a13","S100A13"
"S100a14","S100A14"
"Scyl1","SCYL1"
"Plxnb2","PLXNB2"
"Kctd4","KCTD4"
"Pex26","PEX26"
"Ficd","FICD"
"Smim7","SMIM7"
"Cox7b","COX7B"
"Cox7b2","COX7B2"
"Rdh14","RDH14"
"Med21","MED21"
"Ddx6","DDX6"
"Mthfd1l","MTHFD1L"
"Uqcr11","UQCR11"
"Hoxd11","HOXD11"
"Wdr48","WDR48"
"Fpgs","FPGS"
"Gtsf1","GTSF1"
"Aplp2","APLP2"
"Rprd2","RPRD2"
"Rcvrn","RCVRN"
"Tapbpl","TAPBPL"
"Arhgef17","ARHGEF17"
"Ptpn1","PTPN1"
"Lactbl1","LACTBL1"
"Gnat1","GNAT1"
"Plekhb1","PLEKHB1"
"Opa1","OPA1"
"Rapgef5","RAPGEF5"
"Qsox1","QSOX1"
"Crem","CREM"
"Rpp30","RPP30"
"Rin2","RIN2"
"Emx2","EMX2"
"Dync1h1","DYNC1H1"
"B4galt4","B4GALT4"
"Serpinb6e","SERPINB6"
"Serpinb6b","SERPINB6"
"Serpinb6d","SERPINB6"
"Serpinb9","SERPINB9"
"Serpinb9b","SERPINB9"
"Serpinb9c","SERPINB9"
"Serpinb6a","SERPINB6"
"Serpinb8","SERPINB8"
"Serpinb6c","SERPINB6"
"Ppme1","PPME1"
"Tanc2","TANC2"
"Heyl","HEYL"
"Prss29","PRSS29P"
"Slc38a5","SLC38A5"
"Satb1","SATB1"
"Rassf10","RASSF10"
"Arpc2","ARPC2"
"Pon3","PON3"
"Pon2","PON2"
"Lrp1","LRP1"
"Srgn","SRGN"
"Luzp1","LUZP1"
"Vav3","VAV3"
"Jdp2","JDP2"
"Slc12a9","SLC12A9"
"Mrpl46","MRPL46"
"Fam110b","FAM110B"
"Psme1","PSME1"
"Fbxl9","FBXL9P"
"Nup188","NUP188"
"Slc17a4","SLC17A4"
"Slc17a3","SLC17A3"
"Slc17a2","SLC17A2"
"Slc17a1","SLC17A1"
"Hcls1","HCLS1"
"Ppp1r1c","PPP1R1C"
"Lmbrd2","LMBRD2"
"Dedd","DEDD"
"Polr2e","POLR2E"
"Fkbp10","FKBP10"
"Foxd3","FOXD3"
"Foxa1","FOXA1"
"Foxd2","FOXD2"
"Nt5c1b","NT5C1B"
"Nt5c1b","NT5C1B-RDH14"
"Taf12","TAF12"
"Itgb4","ITGB4"
"Plin3","PLIN3"
"Plin5","PLIN5"
"Sec23b","SEC23B"
"Gpr34","GPR34"
"Il17rc","IL17RC"
"Mkrn1","MKRN1"
"Mkrn1","MKRN4P"
"Mkrn3","MKRN3"
"Map4k5","MAP4K5"
"Angel2","ANGEL2"
"Pold1","POLD1"
"Smyd1","SMYD1"
"Alox5ap","ALOX5AP"
"Noto","NOTO"
"Etv2","ETV2"
"Gnl3l","GNL3L"
"Ube2w","UBE2W"
"Mis18bp1","MIS18BP1"
"Wdr33","WDR33"
"Kri1","KRI1"
"Gins3","GINS3"
"Tmem35a","TMEM35A"
"Mfsd6","MFSD6"
"Harbi1","HARBI1"
"Flt1","FLT1"
"Clstn1","CLSTN1"
"Nrbf2","NRBF2"
"Sgk2","SGK2"
"Myh13","MYH13"
"Myh3","MYH3"
"Fnbp1","FNBP1"
"Fndc7","FNDC7"
"Zfp64","ZFP64"
"Ccbe1","CCBE1"
"Zfpm1","ZFPM1"
"Zfpm2","ZFPM2"
"Cep20","CEP20"
"Fosl1","FOSL1"
"Foxd1","FOXD1"
"Foxf2","FOXF2"
"Foxl2","FOXL2"
"Foxl3","FOXL3"
"Foxm1","FOXM1"
"Foxo1","FOXO1"
"Foxo6","FOXO6"
"Foxp1","FOXP1"
"Foxp3","FOXP3"
"Foxq1","FOXQ1"
"Foxr2","FOXR2"
"Foxr1","FOXR1"
"Ptgfr","PTGFR"
"Pdha1","PDHA1"
"Gli3","GLI3"
"Supt16","SUPT16H"
"Timm10b","TIMM10B"
"Pgap2","PGAP2"
"Mtor","MTOR"
"Bmp1","BMP1"
"Wdpcp","WDPCP"
"Frk","FRK"
"Frmd5","FRMD5"
"Frrs1","FRRS1"
"Pcp4","PCP4"
"Fscn1","FSCN1"
"Fscn2","FSCN2"
"Fshb","FSHB"
"Lhb","CGB1"
"Lhb","CGB2"
"Lhb","CGB3"
"Lhb","CGB5"
"Lhb","CGB7"
"Lhb","CGB8"
"Lhb","LHB"
"Spon1","SPON1"
"Tnnc2","TNNC2"
"Cog1","COG1"
"Pknox2","PKNOX2"
"Mrm2","MRM2"
"Cmtr2","CMTR2"
"Cmtr1","CMTR1"
"Stk36","STK36"
"Fuca1","FUCA1"
"Pofut3","POFUT3"
"Pofut4","POFUT4"
"Fut8","FUT8"
"Grik1","GRIK1"
"Slc9a6","SLC9A6"
"Nr1h4","NR1H4"
"Nr1h5","NR1H5P"
"Fxyd1","FXYD1"
"Fyb1","FYB1"
"Fyn","FYN"
"Fzd4","FZD4"
"Fzd1","FZD1"
"Fzd9","FZD9"
"Fzd5","FZD5"
"Fzd3","FZD3"
"Fzd8","FZD8"
"Fzr1","FZR1"
"Bud31","BUD31"
"Gna11","GNA11"
"Kcna1","KCNA1"
"Isg15","ISG15"
"Xrcc6","XRCC6"
"Gng3","GNG3"
"Adgrf2","ADGRF2P"
"Adgrf1","ADGRF1"
"Adgrf4","ADGRF4"
"Adgrf5","ADGRF5"
"Hspa12b","HSPA12B"
"Gabbr1","GABBR1"
"Gpr156","GPR156"
"Gabra6","GABRA6"
"Gabarap","GABARAP"
"Gabarapl1","GABARAPL1"
"Gabarapl1","GABARAPL3"
"Gad1","GAD1"
"Gad2","GAD2"
"Gadd45a","GADD45A"
"Gadd45g","GADD45G"
"Gal3st1","GAL3ST1"
"Gpc2","GPC2"
"Gal","GAL"
"Galnt17","GALNT17"
"Galnt18","GALNT18"
"Gna12","GNA12"
"Gna15","GNA15"
"Gnai3","GNAI3"
"Gnao1","GNAO1"
"Gnal","GNAL"
"Gnaq","GNAQ"
"Gnas","GNAS"
"Gnat2","GNAT2"
"Gnaz","GNAZ"
"Galr1","GALR1"
"B4galt6","B4GALT6"
"Tac1","TAC1"
"Ganab","GANAB"
"Psmd10","PSMD10"
"Ralgapa1","RALGAPA1"
"Gars1","GARS1"
"Gas2","GAS2"
"Gas7","GAS7"
"Gas8","DRC4"
"Wfikkn2","WFIKKN2"
"Wfikkn1","WFIKKN1"
"Asz1","ASZ1"
"Gata2","GATA2"
"Gatad2a","GATAD2A"
"Castor2","CASTOR2"
"Castor2","CASTOR3P"
"Castor1","CASTOR1"
"Gba1","GBA1"
"Cfi","CFI"
"Ldlrad4","LDLRAD4"
"H4c2","H4C1"
"H4c2","H4C11"
"H4c2","H4C12"
"H4c2","H4C13"
"H4c2","H4C14"
"H4c2","H4C15"
"H4c2","H4C16"
"H4c2","H4C2"
"H4c2","H4C3"
"H4c2","H4C4"
"H4c2","H4C5"
"H4c2","H4C6"
"H4c2","H4C8"
"H4c2","H4C9"
"H4c11","H4C1"
"H4c11","H4C11"
"H4c11","H4C12"
"H4c11","H4C13"
"H4c11","H4C14"
"H4c11","H4C15"
"H4c11","H4C16"
"H4c11","H4C2"
"H4c11","H4C3"
"H4c11","H4C4"
"H4c11","H4C5"
"H4c11","H4C6"
"H4c11","H4C8"
"H4c11","H4C9"
"H4c6","H4C1"
"H4c6","H4C11"
"H4c6","H4C12"
"H4c6","H4C13"
"H4c6","H4C14"
"H4c6","H4C15"
"H4c6","H4C16"
"H4c6","H4C2"
"H4c6","H4C3"
"H4c6","H4C4"
"H4c6","H4C5"
"H4c6","H4C6"
"H4c6","H4C8"
"H4c6","H4C9"
"H4c18","H4C1"
"H4c18","H4C11"
"H4c18","H4C12"
"H4c18","H4C13"
"H4c18","H4C14"
"H4c18","H4C15"
"H4c18","H4C16"
"H4c18","H4C2"
"H4c18","H4C3"
"H4c18","H4C4"
"H4c18","H4C5"
"H4c18","H4C6"
"H4c18","H4C8"
"H4c18","H4C9"
"H4c1","H4C1"
"H4c1","H4C11"
"H4c1","H4C12"
"H4c1","H4C13"
"H4c1","H4C14"
"H4c1","H4C15"
"H4c1","H4C16"
"H4c1","H4C2"
"H4c1","H4C3"
"H4c1","H4C4"
"H4c1","H4C5"
"H4c1","H4C6"
"H4c1","H4C8"
"H4c1","H4C9"
"H4c16","H4C1"
"H4c16","H4C11"
"H4c16","H4C12"
"H4c16","H4C13"
"H4c16","H4C14"
"H4c16","H4C15"
"H4c16","H4C16"
"H4c16","H4C2"
"H4c16","H4C3"
"H4c16","H4C4"
"H4c16","H4C5"
"H4c16","H4C6"
"H4c16","H4C8"
"H4c16","H4C9"
"H4c12","H4C1"
"H4c12","H4C11"
"H4c12","H4C12"
"H4c12","H4C13"
"H4c12","H4C14"
"H4c12","H4C15"
"H4c12","H4C16"
"H4c12","H4C2"
"H4c12","H4C3"
"H4c12","H4C4"
"H4c12","H4C5"
"H4c12","H4C6"
"H4c12","H4C8"
"H4c12","H4C9"
"H4c3","H4C1"
"H4c3","H4C11"
"H4c3","H4C12"
"H4c3","H4C13"
"H4c3","H4C14"
"H4c3","H4C15"
"H4c3","H4C16"
"H4c3","H4C2"
"H4c3","H4C3"
"H4c3","H4C4"
"H4c3","H4C5"
"H4c3","H4C6"
"H4c3","H4C8"
"H4c3","H4C9"
"H4c17","H4C1"
"H4c17","H4C11"
"H4c17","H4C12"
"H4c17","H4C13"
"H4c17","H4C14"
"H4c17","H4C15"
"H4c17","H4C16"
"H4c17","H4C2"
"H4c17","H4C3"
"H4c17","H4C4"
"H4c17","H4C5"
"H4c17","H4C6"
"H4c17","H4C8"
"H4c17","H4C9"
"H4c9","H4C1"
"H4c9","H4C11"
"H4c9","H4C12"
"H4c9","H4C13"
"H4c9","H4C14"
"H4c9","H4C15"
"H4c9","H4C16"
"H4c9","H4C2"
"H4c9","H4C3"
"H4c9","H4C4"
"H4c9","H4C5"
"H4c9","H4C6"
"H4c9","H4C8"
"H4c9","H4C9"
"H4c4","H4C1"
"H4c4","H4C11"
"H4c4","H4C12"
"H4c4","H4C13"
"H4c4","H4C14"
"H4c4","H4C15"
"H4c4","H4C16"
"H4c4","H4C2"
"H4c4","H4C3"
"H4c4","H4C4"
"H4c4","H4C5"
"H4c4","H4C6"
"H4c4","H4C8"
"H4c4","H4C9"
"H4c8","H4C1"
"H4c8","H4C11"
"H4c8","H4C12"
"H4c8","H4C13"
"H4c8","H4C14"
"H4c8","H4C15"
"H4c8","H4C16"
"H4c8","H4C2"
"H4c8","H4C3"
"H4c8","H4C4"
"H4c8","H4C5"
"H4c8","H4C6"
"H4c8","H4C8"
"H4c8","H4C9"
"H4c14","H4C1"
"H4c14","H4C11"
"H4c14","H4C12"
"H4c14","H4C13"
"H4c14","H4C14"
"H4c14","H4C15"
"H4c14","H4C16"
"H4c14","H4C2"
"H4c14","H4C3"
"H4c14","H4C4"
"H4c14","H4C5"
"H4c14","H4C6"
"H4c14","H4C8"
"H4c14","H4C9"
"Nipsnap2","NIPSNAP2"
"Prr13","PRR13"
"Nr0b2","NR0B2"
"Ndufaf6","NDUFAF6"
"Nopchap1","NOPCHAP1"
"Shtn1","SHTN1"
"Bbln","BBLN"
"Crebrf","CREBRF"
"Cep15","CEP15"
"Ncor2","NCOR2"
"Bicral","BICRAL"
"Tmsb10","TMSB10"
"Cemip","CEMIP"
"Ap5z1","AP5Z1"
"Cfap92","CFAP92"
"Meiob","MEIOB"
"Tmem74b","TMEM74B"
"Smad4","SMAD4"
"Tmem94","TMEM94"
"Tti1","TTI1"
"Trir","TRIR"
"Fam222b","FAM222B"
"Focad","FOCAD"
"Trappc14","TRAPPC14"
"Tmem150c","TMEM150C"
"Pgr","PGR"
"Rora","RORA"
"Nr2c2","NR2C2"
"Vdr","VDR"
"Kat2a","KAT2A"
"Ncoa6","NCOA6"
"Ppargc1a","PPARGC1A"
"Slc17a9","SLC17A9"
"Prorp","PRORP"
"Cfap107","CFAP107"
"Nexmif","NEXMIF"
"Fam171a1","FAM171A1"
"Rpp25","RPP25"
"Washc4","WASHC4"
"2210408I21Rik","KIAA0825"
"Cipc","CIPC"
"Cep295","CEP295"
"Jcad","JCAD"
"Helz2","HELZ2"
"Faxc","FAXC"
"Lrrc73","LRRC73"
"Sanbr","SANBR"
"Cfap43","CFAP43"
"D7Ertd443e","C10orf90"
"Spidr","SPIDR"
"4930578I06Rik","C8orf74"
"Cfap68","CFAP68"
"2310011J03Rik","C19orf25"
"Peak1","PEAK1"
"Mosmo","MOSMO"
"Ccdc186","CCDC186"
"Gm525","C17orf67"
"Ric1","RIC1"
"Erg28","ERG28"
"Ccdc175","CCDC175"
"Edrf1","EDRF1"
"Grm2","GRM2"
"Gucy2f","GUCY2F"
"Gucy2e","GUCY2D"
"Lyset","LYSET"
"Guca1a","GUCA1A"
"Guca1a","GUCA1ANB-GUCA1A"
"Guca1b","GUCA1B"
"Gcdh","GCDH"
"Gcg","GCG"
"Gcgr","GCGR"
"Ccndbp1","CCNDBP1"
"Gmcl1","GMCL1"
"Gmcl1","GMCL2"
"Gcm2","GCM2"
"Gcn1","GCN1"
"Nr6a1","NR6A1"
"Csf3r","CSF3R"
"Mstn","MSTN"
"Gdnf","GDNF"
"Gdpd3","GDPD3"
"Mmp2","MMP2"
"Nlrp9c","NLRP9"
"Nlrp5","NLRP5"
"Gtf3a","GTF3A"
"Gfi1","GFI1"
"Gfra2","GFRA2"
"Gfra4","GFRA4"
"Gfus","GFUS"
"Gga3","GGA3"
"Ggt1","GGT1"
"Ggt1","GGT2P"
"Ggt1","GGT3P"
"Ggt1","GGTLC1"
"Ggt1","GGTLC2"
"Ggt1","GGTLC3"
"Pggt1b","PGGT1B"
"Ggt5","GGT5"
"Gh","CSH1"
"Gh","CSH2"
"Gh","CSHL1"
"Gh","GH1"
"Gh","GH2"
"Ghdc","GHDC"
"Ghr","GHR"
"Ghrhr","GHRHR"
"Ghsr","GHSR"
"Golgb1","GOLGB1"
"Gigyf1","GIGYF1"
"Ifi30","IFI30"
"Tsc22d3","TSC22D3"
"Gipc2","GIPC2"
"Git2","GIT2"
"Tnfrsf18","TNFRSF18"
"Tnfsf18","TNFSF18"
"Ucma","UCMA"
"Glcci1","GLCCI1"
"Glce","GLCE"
"Gclm","GCLM"
"Gle1","GLE1"
"Hepacam","HEPACAM"
"Glmn","GLMN"
"Gls","GLS"
"Gls2","GLS2"
"Gxylt1","GXYLT1"
"Gxylt2","GXYLT2"
"Gltp","GLTP"
"Gltpd2","GLTPD2"
"Bicra","BICRA"
"Lgsn","LGSN"
"Gria1","GRIA1"
"Gria2","GRIA2"
"Gria3","GRIA3"
"Gria4","GRIA4"
"Grid2","GRID2"
"Slc2a10","SLC2A10"
"Slc2a2","SLC2A2"
"Slc2a3","SLC2A14"
"Slc2a3","SLC2A3"
"Slc2a6","SLC2A6"
"Glrx5","GLRX5"
"Slc6a9","SLC6A9"
"Slc6a5","SLC6A5"
"St3gal5","ST3GAL5"
"Gmppa","GMPPA"
"Rack1","RACK1"
"Gnb3","GNB3"
"Gnb4","GNB4"
"Gnb5","GNB5"
"Gng11","GNG11"
"Gngt1","GNGT1"
"Gng12","GNG12"
"Gng13","GNG13"
"Gngt2","GNGT2"
"Gnrhr","GNRHR"
"Gns","GNS"
"Mboat4","MBOAT4"
"Cdc26","CDC26"
"Slc24a5","SLC24A5"
"Golga7b","GOLGA7B"
"Golim4","GOLIM4"
"Golph3","GOLPH3"
"Golt1b","GOLT1B"
"Fshr","FSHR"
"Cga","CGA"
"Mbtps1","MBTPS1"
"Il6st","IL6ST"
"Lrp2","LRP2"
"Cybb","CYBB"
"Gpa33","GPA33"
"Gpc1","GPC1"
"Gpc6","GPC6"
"Gpd1","GPD1"
"Gper1","GPER1"
"Pigk","PIGK"
"Cmklr2","CMKLR2"
"Qrfpr","QRFPR"
"Qrfprl","QRFPR"
"Adgrg4","ADGRG4"
"Adgrf3","ADGRF3"
"Adgra2","ADGRA2"
"Adgra3","ADGRA3"
"Stx7","STX7"
"Adgrd1","ADGRD1"
"Gpr137","GPR137"
"Gpr158","GPR158"
"Gpr161","GPR161"
"Tpra1","TPRA1"
"Gpr3","GPR3"
"Gpr22","GPR22"
"Mchr1","MCHR1"
"Adgrg2","ADGRG2"
"Npbwr1","NPBWR1"
"Npffr2","NPFFR2"
"Hcar2","HCAR2"
"Hcar2","HCAR3"
"Hcar1","HCAR1"
"Adgrg3","ADGRG3"
"Adgrv1","ADGRV1"
"Armc10","ARMC10"
"Gprc5b","GPRC5B"
"Gprin3","GPRIN3"
"Gpt","GPT"
"Gfral","GFRAL"
"Gramd2a","GRAMD2A"
"Grap","GRAP"
"Grap","GRAPL"
"Tamalin","TAMALIN"
"Grb10","GRB10"
"Grem1","GREM1"
"Grem2","GREM2"
"Grhl2","GRHL2"
"Hey2","HEY2"
"Grik2","GRIK2"
"Grin2b","GRIN2B"
"Grin2c","GRIN2C"
"Grin3b","GRIN3B"
"Grina","GRINA"
"Myzap","GCOM1"
"Myzap","MYZAP"
"Myzap","POLR2M"
"Ncoa2","NCOA2"
"Grk4","GRK4"
"Grm5","GRM5"
"Grm8","GRM8"
"Grtp1","GRTP1"
"Glrx2","GLRX2"
"Glrx3","GLRX3"
"Grxcr1","GRXCR1"
"Gsx1","GSX1"
"Gsx2","GSX2"
"Gsk3a","GSK3A"
"Gspt1","GSPT1"
"Gsta5","GSTA1"
"Gsta5","GSTA2"
"Gsta5","GSTA3"
"Gsta5","GSTA5"
"Gsta13","GSTA1"
"Gsta13","GSTA2"
"Gsta13","GSTA3"
"Gsta13","GSTA5"
"Gsta1","GSTA1"
"Gsta1","GSTA2"
"Gsta1","GSTA3"
"Gsta1","GSTA5"
"Gsta2","GSTA1"
"Gsta2","GSTA2"
"Gsta2","GSTA3"
"Gsta2","GSTA5"
"Gsta3","GSTA1"
"Gsta3","GSTA2"
"Gsta3","GSTA3"
"Gsta3","GSTA5"
"Gstp3","GSTP1"
"Pomgnt2","POMGNT2"
"Gtf2f2","GTF2F2"
"Lhcgr","LHCGR"
"Gtpbp2","GTPBP2"
"Mtg1","MTG1"
"Gucy1a1","GUCY1A1"
"Gucy1b1","GUCY1B1"
"Gucy2c","GUCY2C"
"Guk1","GUK1"
"Gulp1","GULP1"
"Large2","LARGE2"
"Dbx2","DBX2"
"H2ac21","H2AC21"
"H2ac19","H2AC18"
"H2ac19","H2AC19"
"H2ac20","H2AC20"
"H2ac25","H2AC25"
"H2ac18","H2AC18"
"H2ac18","H2AC19"
"Macroh2a2","MACROH2A2"
"H2az2","H2AZ2"
"H2az1","H2AZ1"
"H2ax","H2AX"
"H2ac15","H2AC4"
"H2ac15","H2AC8"
"H2ac11","H2AC4"
"H2ac11","H2AC8"
"H2ac7","H2AC4"
"H2ac7","H2AC8"
"H2ac6","H2AC4"
"H2ac6","H2AC8"
"H2ac22","H2AC4"
"H2ac22","H2AC8"
"H2ac4","H2AC4"
"H2ac4","H2AC8"
"H2ac13","H2AC4"
"H2ac13","H2AC8"
"H2ac24","H2AC4"
"H2ac24","H2AC8"
"H2ac23","H2AC4"
"H2ac23","H2AC8"
"H2ac8","H2AC4"
"H2ac8","H2AC8"
"H2ac10","H2AC7"
"H2aj","H2AJ"
"H2bc1","H2BC1"
"H3c13","H3C13"
"H3c13","H3C14"
"H3c13","H3C15"
"H3c2","H3C13"
"H3c2","H3C14"
"H3c2","H3C15"
"H3c2","H3C2"
"H3c4","H3C13"
"H3c4","H3C14"
"H3c4","H3C15"
"H3c3","H3C13"
"H3c3","H3C14"
"H3c3","H3C15"
"H3c6","H3C13"
"H3c6","H3C14"
"H3c6","H3C15"
"H3c7","H3C13"
"H3c7","H3C14"
"H3c7","H3C15"
"H3c14","H3C13"
"H3c14","H3C14"
"H3c14","H3C15"
"H3c15","H3C13"
"H3c15","H3C14"
"H3c15","H3C15"
"Zfp367","ZNF367"
"Slc5a7","SLC5A7"
"Hsd17b10","HSD17B10"
"Hadh","HADH"
"Plekha7","PLEKHA7"
"Spint1","SPINT1"
"Hamp2","HAMP"
"Hamp","HAMP"
"Copb1","COPB1"
"Hp","HP"
"Hp","HPR"
"Ush1c","USH1C"
"Mnx1","MNX1"
"Hbegf","HBEGF"
"Hpx","HPX"
"Lamtor5","LAMTOR5"
"Hccs","HCCS"
"Serpind1","SERPIND1"
"Hcn2","HCN2"
"Hcn4","HCN4"
"Hcrtr2","HCRTR2"
"Spats2l","SPATS2L"
"Spats2","SPATS2"
"Hdac7","HDAC7"
"Hdac9","HDAC9"
"Hdgfl2","HDGFL2"
"Hdgfl3","HDGFL3"
"Pudp","PUDP"
"Tcf7l1","TCF7L1"
"Dnaaf5","DNAAF5"
"Mroh1","MROH1"
"Hspa8","HSPA8"
"Ndc80","NDC80"
"Hecw1","HECW1"
"Hecw2","HECW2"
"Heg1","HEG1"
"Helq","HELQ"
"Henmt1","HENMT1"
"Hephl1","HEPHL1"
"Hes6","HES6"
"Herc6","HERC6"
"Myf6","MYF6"
"Rbpms2","RBPMS2"
"Hey1","HEY1"
"Hes2","HES2"
"Helt","HELT"
"Hhex","HHEX"
"Hgf","HGF"
"Mfsd14a","SLC71A1"
"Mfsd14b","SLC71A2"
"Hibadh","HIBADH"
"Hif1a","HIF1A"
"Hif3a","HIF3A"
"Egln2","EGLN2"
"Egln3","EGLN3"
"Asmt","ASMT"
"Zdhhc17","ZDHHC17"
"Ccdc62","CCDC62"
"Ube2k","UBE2K"
"Nfu1","NFU1"
"H1f2","H1-2"
"Hivep2","HIVEP2"
"Hmbox1","HMBOX1"
"Hmbs","HMBS"
"Hmga1b","HMGA1"
"Hmga1","HMGA1"
"Hmgb1","HMGB1"
"Hmgb2","HMGB2"
"Hmgcr","HMGCR"
"Nsg2","NSG2"
"Hmx3","HMX3"
"Ndufb5","NDUFB5"
"Sfpq","SFPQ"
"Syf2","SYF2"
"Dctn6","DCTN6"
"Sparc","SPARC"
"Chchd6","CHCHD6"
"Ddx17","DDX17"
"Sfrp2","SFRP2"
"Crat","CRAT"
"Srsf2","SRSF2"
"Rgs6","RGS6"
"Ybx1","YBX1"
"Pfn2","PFN2"
"Lims2","LIMS2"
"Rps27a","RPS27A"
"Kpna2","KPNA2"
"Tyrp1","TYRP1"
"Mpzl3","MPZL3"
"Dnajc8","DNAJC8"
"Lcn12","LCN12"
"Rps9","RPS9"
"Ranbp1","RANBP1"
"Tfdp1","TFDP1"
"Tfdp1","TFDP3"
"Mcfd2","MCFD2"
"Zfp330","ZNF330"
"Ttn","TTN"
"Lrrfip1","LRRFIP1"
"Arfgef1","ARFGEF1"
"Prdx1","PRDX1"
"Tnni2","TNNI2"
"Tnni3","TNNI3"
"Hoxb2","HOXB2"
"Irx3","IRX3"
"Mybpc3","MYBPC3"
"Tradd","TRADD"
"Capn8","CAPN8"
"S100a10","S100A10"
"Timm44","TIMM44"
"Ccar1","CCAR1"
"Apex1","APEX1"
"Rpl26","RPL26"
"Rpl26","RPL26L1"
"Mrm3","MRM3"
"Bhmt2","BHMT2"
"Bhmt","BHMT"
"Vcl","VCL"
"Nsfl1c","NSFL1C"
"Jpt1","JPT1"
"Onecut1","ONECUT1"
"Chst10","CHST10"
"Hnrnpa1","HNRNPA1"
"Hnrnpa1","HNRNPA1L2"
"Hnrnpa1","HNRNPA1L3"
"Hnrnpa3","HNRNPA3"
"Hnrnpdl","HNRNPDL"
"Hnrnpk","HNRNPK"
"Hnrnpr","HNRNPR"
"Rnf31","RNF31"
"Homer1","HOMER1"
"Homer3","HOMER3"
"Mef2c","MEF2C"
"Hopx","HOPX"
"Rem1","REM1"
"Tlx1","TLX1"
"Tlx2","TLX2"
"Hoxb6","HOXB6"
"Hoxa1","HOXA1"
"Hoxa10","HOXA10"
"Hoxa11","HOXA11"
"Hoxc11","HOXC11"
"Hoxa13","HOXA13"
"Hoxb3","HOXB3"
"Hoxc10","HOXC10"
"Hoxc4","HOXC4"
"Hoxd10","HOXD10"
"Hoxd12","HOXD12"
"Hoxd13","HOXD13"
"Hoxd3","HOXD3"
"Hoxd9","HOXD9"
"Hoxc13","HOXC13"
"Hoxa4","HOXA4"
"Prpf3","PRPF3"
"Bloc1s3","BLOC1S3"
"Rad23b","RAD23B"
